"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.url","Input.Reference","Input.A","Input.B","Answer.choice","Approve","Reject"
"3G57RS03HHJ73V7VIHVQ61VG8Y5529","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Thu Aug 02 12:05:51 PDT 2018","1","BatchId:3326415;OriginalHitTemplateId:920937336;","300","345600","Thu Aug 09 12:05:51 PDT 2018","","","3VFJCI1K40DP9WBU45YKZQQY6U3RGV","A2MFMT03E21ZIT","Submitted","Thu Aug 02 12:06:29 PDT 2018","Thu Aug 02 12:07:51 PDT 2018","Mon Aug 06 12:07:51 PDT 2018","","","","82","100% (8/8)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/","41.png","148.png","246.png","optionB",,
"334ZEL5JX6TMG4UBHB6V6P8BNN9SO4","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Thu Aug 02 12:06:10 PDT 2018","1","BatchId:3326415;OriginalHitTemplateId:920937336;","300","345600","Thu Aug 09 12:06:10 PDT 2018","","","32Q90QCQ1TZ52E288QZZYBJ8YMUKEE","A2V3GBDTA9KEU0","Submitted","Thu Aug 02 12:07:05 PDT 2018","Thu Aug 02 12:07:56 PDT 2018","Mon Aug 06 12:07:56 PDT 2018","","","","51","0% (0/0)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/","247.png","13.png","207.png","optionA",,
"3P4C70TRMRVBKEIN9JWMPULE47ALGW","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Thu Aug 02 12:06:06 PDT 2018","1","BatchId:3326415;OriginalHitTemplateId:920937336;","300","345600","Thu Aug 09 12:06:06 PDT 2018","","","3JWH6J9I9TR83HBRVCPPPVURPKNBNB","A109CH3492UU42","Submitted","Thu Aug 02 12:08:40 PDT 2018","Thu Aug 02 12:10:00 PDT 2018","Mon Aug 06 12:10:00 PDT 2018","","","","80","0% (0/0)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/","52.png","7.png","164.png","optionA",,
"3JHB4BPSFKN7W1BSNIY8EZYLA029QI","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Thu Aug 02 12:05:54 PDT 2018","1","BatchId:3326415;OriginalHitTemplateId:920937336;","300","345600","Thu Aug 09 12:05:54 PDT 2018","","","3OS4RQUCRATWFPYAXO6CHQLINT0FB7","AKSJ3C5O3V9RB","Submitted","Thu Aug 02 12:06:40 PDT 2018","Thu Aug 02 12:08:27 PDT 2018","Mon Aug 06 12:08:27 PDT 2018","","","","107","100% (301/301)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/","171.png","99.png","255.png","optionA",,
"388CL5C1RJ1PKADYTPE4AUXFJ7NLHV","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Thu Aug 02 12:06:06 PDT 2018","1","BatchId:3326415;OriginalHitTemplateId:920937336;","300","345600","Thu Aug 09 12:06:06 PDT 2018","","","3SPJ033422H8XZDHQ6BH4ZBB19ZJYT","AKSJ3C5O3V9RB","Submitted","Thu Aug 02 12:06:47 PDT 2018","Thu Aug 02 12:08:36 PDT 2018","Mon Aug 06 12:08:36 PDT 2018","","","","109","100% (301/301)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/","118.png","169.png","220.png","optionB",,
"33IXYHIZB5W7ZE0OTIOTAV1TLR42E7","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Thu Aug 02 12:05:51 PDT 2018","1","BatchId:3326415;OriginalHitTemplateId:920937336;","300","345600","Thu Aug 09 12:05:51 PDT 2018","","","3I02618YA1KN21WABIJCYARAEKUPU1","A12B5MV7IHN855","Submitted","Thu Aug 02 12:07:39 PDT 2018","Thu Aug 02 12:07:42 PDT 2018","Mon Aug 06 12:07:42 PDT 2018","","","","3","0% (0/0)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/","136.png","235.png","247.png","optionA",,
"3AC6MFV69KW9PZU28Q5DI98DYGVHZA","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Thu Aug 02 12:05:54 PDT 2018","1","BatchId:3326415;OriginalHitTemplateId:920937336;","300","345600","Thu Aug 09 12:05:54 PDT 2018","","","3K4J6M3CXF7XAFPD2UCY401O6QGGAD","A177EXELDLWTWV","Submitted","Thu Aug 02 12:08:35 PDT 2018","Thu Aug 02 12:08:38 PDT 2018","Mon Aug 06 12:08:38 PDT 2018","","","","3","100% (123/123)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/","68.png","19.png","123.png","optionB",,
"3FBEFUUYRKJSR22D0FYA4PSEGH96AY","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Thu Aug 02 12:06:22 PDT 2018","1","BatchId:3326415;OriginalHitTemplateId:920937336;","300","345600","Thu Aug 09 12:06:22 PDT 2018","","","374TNBHA8C9PJMHULWVQ10NXF4RQYR","A9WGDBDXUNLOD","Submitted","Thu Aug 02 12:08:24 PDT 2018","Thu Aug 02 12:08:26 PDT 2018","Mon Aug 06 12:08:26 PDT 2018","","","","2","100% (1/1)","100% (1/1)","100% (1/1)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/","76.png","108.png","125.png","optionB",,
"30OITAWPBQHUJ8CP4SBE5L6KJD69HM","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Thu Aug 02 12:05:51 PDT 2018","1","BatchId:3326415;OriginalHitTemplateId:920937336;","300","345600","Thu Aug 09 12:05:51 PDT 2018","","","3FQ5JJ512M29WKFL1P2IOYDHCEVKN3","A2V3GBDTA9KEU0","Submitted","Thu Aug 02 12:07:13 PDT 2018","Thu Aug 02 12:08:22 PDT 2018","Mon Aug 06 12:08:22 PDT 2018","","","","69","0% (0/0)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/","219.png","141.png","231.png","optionB",,
"3IZPORCT1FN0N88BY9B0W66EPZCRHR","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Thu Aug 02 12:05:54 PDT 2018","1","BatchId:3326415;OriginalHitTemplateId:920937336;","300","345600","Thu Aug 09 12:05:54 PDT 2018","","","3CCZ6YKWR8XLPZQOTSF748ZFAZK595","A2V3GBDTA9KEU0","Submitted","Thu Aug 02 12:07:57 PDT 2018","Thu Aug 02 12:09:09 PDT 2018","Mon Aug 06 12:09:09 PDT 2018","","","","72","0% (0/0)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/","137.png","113.png","136.png","optionB",,
"3VGET1QSZ0D82FJLKUZUSSP13BV7W8","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Thu Aug 02 12:05:53 PDT 2018","1","BatchId:3326415;OriginalHitTemplateId:920937336;","300","345600","Thu Aug 09 12:05:53 PDT 2018","","","3LOZAJ85YERJRYPZEPJNM4ILXSJX2E","AOO39X8E3OJYY","Submitted","Thu Aug 02 12:06:34 PDT 2018","Thu Aug 02 12:07:35 PDT 2018","Mon Aug 06 12:07:35 PDT 2018","","","","61","0% (0/0)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/","200.png","173.png","258.png","optionA",,
"3CMIQF80GN4KEI9UPBVWUP7JKZUQ6O","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Thu Aug 02 12:06:10 PDT 2018","1","BatchId:3326415;OriginalHitTemplateId:920937336;","300","345600","Thu Aug 09 12:06:10 PDT 2018","","","3IAS3U3I0GUCEVMY9TR5X7RTEPW2BB","AQXRHIMQ7UK7O","Submitted","Thu Aug 02 12:07:17 PDT 2018","Thu Aug 02 12:07:22 PDT 2018","Mon Aug 06 12:07:22 PDT 2018","","","","5","100% (140/140)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/","177.png","3.png","92.png","optionA",,
"3MQKOF1EE22OJOKVB72GSKZXPMYWDQ","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Thu Aug 02 12:06:22 PDT 2018","1","BatchId:3326415;OriginalHitTemplateId:920937336;","300","345600","Thu Aug 09 12:06:22 PDT 2018","","","3NJM2BJS4XKRG7FAPRYC44547KOPCS","A2SWQM5X54P1O5","Submitted","Thu Aug 02 12:09:31 PDT 2018","Thu Aug 02 12:11:17 PDT 2018","Mon Aug 06 12:11:17 PDT 2018","","","","106","0% (0/0)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/","115.png","123.png","265.png","optionA",,
"3JVP4ZJHDP6CJ9ZWAEA6CM66GMRI0C","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Thu Aug 02 12:05:54 PDT 2018","1","BatchId:3326415;OriginalHitTemplateId:920937336;","300","345600","Thu Aug 09 12:05:54 PDT 2018","","","3MD9PLUKKJS4LFE71Q5SBD1UGN8ZN4","A2MFMT03E21ZIT","Submitted","Thu Aug 02 12:06:56 PDT 2018","Thu Aug 02 12:07:00 PDT 2018","Mon Aug 06 12:07:00 PDT 2018","","","","4","100% (8/8)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/","71.png","82.png","248.png","optionB",,
"3IZPORCT1FN0N88BY9B0W66EPZCHRH","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Thu Aug 02 12:05:51 PDT 2018","1","BatchId:3326415;OriginalHitTemplateId:920937336;","300","345600","Thu Aug 09 12:05:51 PDT 2018","","","308XBLVESJITIF3JOJ66YFZ1QHCRBF","ATHS9GUME1XCA","Submitted","Thu Aug 02 12:09:03 PDT 2018","Thu Aug 02 12:09:12 PDT 2018","Mon Aug 06 12:09:12 PDT 2018","","","","9","100% (131/131)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/","213.png","56.png","259.png","optionA",,
"3X0EMNLXEP3KTWNGQ6OF6CX8WWZPVN","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Thu Aug 02 12:06:06 PDT 2018","1","BatchId:3326415;OriginalHitTemplateId:920937336;","300","345600","Thu Aug 09 12:06:06 PDT 2018","","","3ZR9AIQJUCNLXMYBFRD465S87ZV40N","A2SWQM5X54P1O5","Submitted","Thu Aug 02 12:08:21 PDT 2018","Thu Aug 02 12:10:01 PDT 2018","Mon Aug 06 12:10:01 PDT 2018","","","","100","0% (0/0)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/","68.png","118.png","146.png","optionA",,
"3DW3BNF1GHWZN4OZ4PM4KQ2I7MZV89","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Thu Aug 02 12:06:10 PDT 2018","1","BatchId:3326415;OriginalHitTemplateId:920937336;","300","345600","Thu Aug 09 12:06:10 PDT 2018","","","3BGYGHDBBYYIQIM2Q0YUWEOPKJJ229","A194R45ACMQEOR","Submitted","Thu Aug 02 12:08:38 PDT 2018","Thu Aug 02 12:11:10 PDT 2018","Mon Aug 06 12:11:10 PDT 2018","","","","152","100% (9/9)","100% (9/9)","100% (9/9)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/","222.png","19.png","142.png","optionB",,
"3UEDKCTP9V4H7FP4VGGR4HV6G4MK7P","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Thu Aug 02 12:05:55 PDT 2018","1","BatchId:3326415;OriginalHitTemplateId:920937336;","300","345600","Thu Aug 09 12:05:55 PDT 2018","","","3WS1NTTKEZQVV2V0Z89NX9PZWP3F0L","AUI8BVP9IRQQJ","Submitted","Thu Aug 02 12:06:02 PDT 2018","Thu Aug 02 12:06:18 PDT 2018","Mon Aug 06 12:06:18 PDT 2018","","","","16","0% (0/0)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/","25.png","77.png","95.png","optionB",,
"3H781YYV6TW1JDU1CX8PBIAJL4HTEQ","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Thu Aug 02 12:06:22 PDT 2018","1","BatchId:3326415;OriginalHitTemplateId:920937336;","300","345600","Thu Aug 09 12:06:22 PDT 2018","","","3BWI6RSP7HNH7ZVOPWAQU6EMS2VE73","A177EXELDLWTWV","Submitted","Thu Aug 02 12:08:44 PDT 2018","Thu Aug 02 12:08:47 PDT 2018","Mon Aug 06 12:08:47 PDT 2018","","","","3","100% (123/123)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/","254.png","18.png","154.png","optionA",,
"3H6W48L9F43X8LNLGGTBSEGM351PWX","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Thu Aug 02 12:06:06 PDT 2018","1","BatchId:3326415;OriginalHitTemplateId:920937336;","300","345600","Thu Aug 09 12:06:06 PDT 2018","","","3A4NIXBJ77DEY8C3AOZJQJ1WWORLM8","A9WGDBDXUNLOD","Submitted","Thu Aug 02 12:08:35 PDT 2018","Thu Aug 02 12:08:37 PDT 2018","Mon Aug 06 12:08:37 PDT 2018","","","","2","100% (1/1)","100% (1/1)","100% (1/1)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/","241.png","27.png","228.png","optionB",,
"3UAU495MII62VHMF6G1VLQQZ8KUOUG","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Thu Aug 02 12:05:54 PDT 2018","1","BatchId:3326415;OriginalHitTemplateId:920937336;","300","345600","Thu Aug 09 12:05:54 PDT 2018","","","31EUONYN2WH5UG9918G25WO3IM7VOF","A3KCUB6P3IE8NL","Submitted","Thu Aug 02 12:07:48 PDT 2018","Thu Aug 02 12:09:06 PDT 2018","Mon Aug 06 12:09:06 PDT 2018","","","","78","100% (34/34)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/","152.png","49.png","192.png","optionB",,
"3XU9MCX6VOQW8I5TFO8T920C0GUR29","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Thu Aug 02 12:06:22 PDT 2018","1","BatchId:3326415;OriginalHitTemplateId:920937336;","300","345600","Thu Aug 09 12:06:22 PDT 2018","","","3H7XDTSHKD5UHSSG3Z8QMPYFY9IWG3","A2V3GBDTA9KEU0","Submitted","Thu Aug 02 12:08:26 PDT 2018","Thu Aug 02 12:09:48 PDT 2018","Mon Aug 06 12:09:48 PDT 2018","","","","82","0% (0/0)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/","31.png","64.png","89.png","optionB",,
"34OWYT6U3WVUF3N9AATZ5X7ZJQL9IF","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Thu Aug 02 12:05:51 PDT 2018","1","BatchId:3326415;OriginalHitTemplateId:920937336;","300","345600","Thu Aug 09 12:05:51 PDT 2018","","","3E13VNJ1NO9FCII8WZJ8EBL1H91I1I","A12B5MV7IHN855","Submitted","Thu Aug 02 12:07:22 PDT 2018","Thu Aug 02 12:07:27 PDT 2018","Mon Aug 06 12:07:27 PDT 2018","","","","5","0% (0/0)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/","195.png","80.png","223.png","optionA",,
"3WJGKMRWVINF5QEQUG2FGQSUX6GCDX","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Thu Aug 02 12:05:55 PDT 2018","1","BatchId:3326415;OriginalHitTemplateId:920937336;","300","345600","Thu Aug 09 12:05:55 PDT 2018","","","3DY4FPOOA228RT1PT0X6ZRT8T9RRVK","A194R45ACMQEOR","Submitted","Thu Aug 02 12:06:56 PDT 2018","Thu Aug 02 12:07:34 PDT 2018","Mon Aug 06 12:07:34 PDT 2018","","","","38","100% (9/9)","100% (9/9)","100% (9/9)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/","200.png","26.png","202.png","optionB",,
"3N3WJQXELS4L5KAGA4BXNQRDUO62LV","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Thu Aug 02 12:06:10 PDT 2018","1","BatchId:3326415;OriginalHitTemplateId:920937336;","300","345600","Thu Aug 09 12:06:10 PDT 2018","","","36U2A8VAG2D38JJZ8RBT5EBOGYZKYT","A2MFMT03E21ZIT","Submitted","Thu Aug 02 12:07:24 PDT 2018","Thu Aug 02 12:07:27 PDT 2018","Mon Aug 06 12:07:27 PDT 2018","","","","3","100% (8/8)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/","240.png","62.png","256.png","optionB",,
"389A2A304OWL66DWI4EK1J8B3H7C04","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Thu Aug 02 12:05:51 PDT 2018","1","BatchId:3326415;OriginalHitTemplateId:920937336;","300","345600","Thu Aug 09 12:05:51 PDT 2018","","","3WJEQKOXA9G060ZAKBRVXDXI41XA17","A26T17CDTYJI1W","Submitted","Thu Aug 02 12:09:37 PDT 2018","Thu Aug 02 12:09:42 PDT 2018","Mon Aug 06 12:09:42 PDT 2018","","","","5","0% (0/0)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/","93.png","74.png","129.png","optionB",,
"3NOEP8XAU4GCXLSBQLPXUXUTC77PXQ","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Thu Aug 02 12:06:07 PDT 2018","1","BatchId:3326415;OriginalHitTemplateId:920937336;","300","345600","Thu Aug 09 12:06:07 PDT 2018","","","3PPTZCWALRYPOCRZHIX9F7WZLYVZQR","A2V3GBDTA9KEU0","Submitted","Thu Aug 02 12:06:58 PDT 2018","Thu Aug 02 12:07:34 PDT 2018","Mon Aug 06 12:07:34 PDT 2018","","","","36","0% (0/0)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/","206.png","89.png","114.png","optionB",,
"3Y7LTZE0YT0EUL0M8PCC1OX3SOXZUT","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Thu Aug 02 12:06:10 PDT 2018","1","BatchId:3326415;OriginalHitTemplateId:920937336;","300","345600","Thu Aug 09 12:06:10 PDT 2018","","","3RSDURM96B00MJRPC50Q7JYJW14EY4","A177EXELDLWTWV","Submitted","Thu Aug 02 12:09:05 PDT 2018","Thu Aug 02 12:09:07 PDT 2018","Mon Aug 06 12:09:07 PDT 2018","","","","2","100% (123/123)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/","4.png","34.png","237.png","optionB",,
"3MZ3TAMYTL10J3JV4RTLWI7TPCRRIK","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Thu Aug 02 12:05:54 PDT 2018","1","BatchId:3326415;OriginalHitTemplateId:920937336;","300","345600","Thu Aug 09 12:05:54 PDT 2018","","","3NQL1CS15SMHOUDB7VP07NM5WW6VYQ","A194R45ACMQEOR","Submitted","Thu Aug 02 12:08:06 PDT 2018","Thu Aug 02 12:08:55 PDT 2018","Mon Aug 06 12:08:55 PDT 2018","","","","49","100% (9/9)","100% (9/9)","100% (9/9)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/","87.png","101.png","161.png","optionB",,
"3C8QQOM6JPFPG5OIZ7WPA6YUJK2LIO","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Thu Aug 02 12:06:07 PDT 2018","1","BatchId:3326415;OriginalHitTemplateId:920937336;","300","345600","Thu Aug 09 12:06:07 PDT 2018","","","3OLF68YTNAFRWFTIRA6GMF1C5BFFAC","A109CH3492UU42","Submitted","Thu Aug 02 12:06:39 PDT 2018","Thu Aug 02 12:06:53 PDT 2018","Mon Aug 06 12:06:53 PDT 2018","","","","14","0% (0/0)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/","7.png","28.png","63.png","optionB",,
"3ZXNP4Z39RZSRL7MGGSSJH8L54R7LF","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Thu Aug 02 12:05:51 PDT 2018","1","BatchId:3326415;OriginalHitTemplateId:920937336;","300","345600","Thu Aug 09 12:05:51 PDT 2018","","","33FBRBDW6PD6AFGT3AW1IIAEIAOC8V","AISFU4P55HYEH","Submitted","Thu Aug 02 12:08:54 PDT 2018","Thu Aug 02 12:09:33 PDT 2018","Mon Aug 06 12:09:33 PDT 2018","","","","39","0% (0/0)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/","216.png","51.png","76.png","optionB",,
"3G3AJKPCXL6F8XW2XXJBADQ7NH5Y4E","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Thu Aug 02 12:06:22 PDT 2018","1","BatchId:3326415;OriginalHitTemplateId:920937336;","300","345600","Thu Aug 09 12:06:22 PDT 2018","","","3DIP6YHAPD6L7D07Z12W86AH3M1E8Q","A27PBC5O3Z5ZED","Submitted","Thu Aug 02 12:08:44 PDT 2018","Thu Aug 02 12:08:47 PDT 2018","Mon Aug 06 12:08:47 PDT 2018","","","","3","0% (0/0)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/","6.png","54.png","65.png","optionA",,
"3K8CQCU3KEFX50B801GJOPBR3Q0NWZ","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Thu Aug 02 12:06:10 PDT 2018","1","BatchId:3326415;OriginalHitTemplateId:920937336;","300","345600","Thu Aug 09 12:06:10 PDT 2018","","","3ZDAD0O1T2RDBXJCX43JNRRBX5WXT6","A9WGDBDXUNLOD","Submitted","Thu Aug 02 12:07:21 PDT 2018","Thu Aug 02 12:07:24 PDT 2018","Mon Aug 06 12:07:24 PDT 2018","","","","3","100% (1/1)","100% (1/1)","100% (1/1)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/","178.png","59.png","237.png","optionB",,
"37SOB9Z0SSBAQ26ZE4P260W50263L7","3TGL8109GQ34E8C3YEXK3K21FF8T9X","Choose the image most similar in color shade to the reference shade","Choose the image most similar in color shade to the reference shade","color, shade, comparison, triplet","$0.02","Thu Aug 02 12:06:23 PDT 2018","1","BatchId:3326415;OriginalHitTemplateId:920937336;","300","345600","Thu Aug 09 12:06:23 PDT 2018","","","3IX2EGZR7CXZ0Y1VCBJNW3IEYMLJRS","A1BSOOHNHX51RI","Submitted","Thu Aug 02 12:09:02 PDT 2018","Thu Aug 02 12:09:07 PDT 2018","Mon Aug 06 12:09:07 PDT 2018","","","","5","100% (121/121)","0% (0/0)","0% (0/0)","https://s3-us-west-1.amazonaws.com/mturk-web-hosting/TaskA_frames/","14.png","50.png","78.png","optionA",,
