ref_video_url,a_video_url,b_video_url,ref_start,ref_end,a_start,a_end,b_start,b_end
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,205,205.0001,50,50.0001,85,85.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,136,136.0001,214,214.0001,149,149.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,246,246.0001,104,104.0001,193,193.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,230,230.0001,94,94.0001,171,171.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,12,12.0001,259,259.0001,180,180.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,8,8.0001,266,266.0001,252,252.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,16,16.0001,173,173.0001,251,251.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,246,246.0001,52,52.0001,14,14.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,169,169.0001,186,186.0001,183,183.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,235,235.0001,78,78.0001,204,204.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,206,206.0001,123,123.0001,60,60.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,74,74.0001,62,62.0001,150,150.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,54,54.0001,157,157.0001,78,78.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,211,211.0001,114,114.0001,154,154.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,140,140.0001,82,82.0001,253,253.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,215,215.0001,188,188.0001,247,247.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,36,36.0001,198,198.0001,30,30.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,159,159.0001,7,7.0001,31,31.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,32,32.0001,230,230.0001,64,64.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,99,99.0001,57,57.0001,242,242.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,2,2.0001,228,228.0001,74,74.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,149,149.0001,24,24.0001,41,41.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,202,202.0001,266,266.0001,184,184.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,1,1.0001,68,68.0001,62,62.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,261,261.0001,74,74.0001,158,158.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,80,80.0001,87,87.0001,95,95.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,153,153.0001,217,217.0001,43,43.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,251,251.0001,92,92.0001,173,173.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,85,85.0001,146,146.0001,18,18.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,71,71.0001,124,124.0001,165,165.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,76,76.0001,173,173.0001,112,112.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,163,163.0001,214,214.0001,57,57.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,18,18.0001,233,233.0001,69,69.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,39,39.0001,198,198.0001,203,203.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,49,49.0001,189,189.0001,250,250.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,206,206.0001,48,48.0001,150,150.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,126,126.0001,75,75.0001,257,257.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,110,110.0001,105,105.0001,58,58.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,224,224.0001,225,225.0001,230,230.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,27,27.0001,7,7.0001,65,65.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,218,218.0001,41,41.0001,1,1.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,250,250.0001,35,35.0001,57,57.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,201,201.0001,180,180.0001,190,190.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,59,59.0001,54,54.0001,247,247.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,9,9.0001,135,135.0001,40,40.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,88,88.0001,86,86.0001,65,65.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,231,231.0001,180,180.0001,153,153.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,205,205.0001,53,53.0001,234,234.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,57,57.0001,78,78.0001,49,49.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,93,93.0001,53,53.0001,184,184.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,25,25.0001,76,76.0001,33,33.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,193,193.0001,196,196.0001,13,13.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,144,144.0001,44,44.0001,15,15.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,139,139.0001,221,221.0001,196,196.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,78,78.0001,173,173.0001,170,170.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,77,77.0001,167,167.0001,108,108.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,33,33.0001,112,112.0001,186,186.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,45,45.0001,16,16.0001,63,63.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,45,45.0001,226,226.0001,259,259.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,204,204.0001,114,114.0001,77,77.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,113,113.0001,183,183.0001,77,77.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,200,200.0001,131,131.0001,237,237.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,118,118.0001,92,92.0001,181,181.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,224,224.0001,78,78.0001,58,58.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,199,199.0001,243,243.0001,32,32.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,160,160.0001,163,163.0001,156,156.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,33,33.0001,201,201.0001,15,15.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,197,197.0001,7,7.0001,35,35.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,188,188.0001,243,243.0001,126,126.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,77,77.0001,65,65.0001,105,105.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,187,187.0001,15,15.0001,29,29.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,45,45.0001,209,209.0001,160,160.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,13,13.0001,163,163.0001,179,179.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,149,149.0001,146,146.0001,129,129.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,189,189.0001,152,152.0001,67,67.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,145,145.0001,38,38.0001,72,72.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,265,265.0001,114,114.0001,89,89.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,37,37.0001,77,77.0001,134,134.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,117,117.0001,258,258.0001,171,171.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,15,15.0001,73,73.0001,150,150.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,252,252.0001,36,36.0001,62,62.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,140,140.0001,51,51.0001,193,193.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,200,200.0001,175,175.0001,240,240.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,105,105.0001,110,110.0001,31,31.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,31,31.0001,16,16.0001,57,57.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,231,231.0001,66,66.0001,254,254.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,14,14.0001,162,162.0001,258,258.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,78,78.0001,21,21.0001,180,180.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,179,179.0001,205,205.0001,50,50.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,251,251.0001,178,178.0001,146,146.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,29,29.0001,228,228.0001,78,78.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,50,50.0001,226,226.0001,213,213.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,26,26.0001,227,227.0001,151,151.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,150,150.0001,87,87.0001,227,227.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,163,163.0001,37,37.0001,162,162.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,106,106.0001,240,240.0001,192,192.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,230,230.0001,219,219.0001,185,185.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,182,182.0001,221,221.0001,38,38.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,190,190.0001,208,208.0001,225,225.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,157,157.0001,267,267.0001,213,213.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,191,191.0001,89,89.0001,234,234.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,231,231.0001,229,229.0001,249,249.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,168,168.0001,173,173.0001,15,15.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,217,217.0001,7,7.0001,246,246.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,20,20.0001,209,209.0001,247,247.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,141,141.0001,111,111.0001,178,178.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,153,153.0001,263,263.0001,71,71.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,41,41.0001,256,256.0001,85,85.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,125,125.0001,144,144.0001,238,238.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,6,6.0001,50,50.0001,239,239.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,20,20.0001,192,192.0001,215,215.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,66,66.0001,106,106.0001,237,237.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,123,123.0001,10,10.0001,256,256.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,159,159.0001,140,140.0001,213,213.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,150,150.0001,82,82.0001,153,153.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,60,60.0001,183,183.0001,113,113.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,127,127.0001,59,59.0001,64,64.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,250,250.0001,116,116.0001,55,55.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,80,80.0001,241,241.0001,75,75.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,57,57.0001,13,13.0001,110,110.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,62,62.0001,196,196.0001,175,175.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,46,46.0001,77,77.0001,203,203.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,125,125.0001,267,267.0001,241,241.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,263,263.0001,157,157.0001,202,202.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,92,92.0001,93,93.0001,61,61.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,157,157.0001,113,113.0001,166,166.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,67,67.0001,36,36.0001,253,253.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,168,168.0001,232,232.0001,250,250.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,94,94.0001,127,127.0001,40,40.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,128,128.0001,180,180.0001,82,82.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,235,235.0001,151,151.0001,252,252.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,103,103.0001,256,256.0001,196,196.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,101,101.0001,236,236.0001,238,238.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,68,68.0001,159,159.0001,43,43.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,44,44.0001,90,90.0001,243,243.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,152,152.0001,185,185.0001,97,97.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,204,204.0001,243,243.0001,188,188.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,7,7.0001,144,144.0001,75,75.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,206,206.0001,38,38.0001,107,107.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,60,60.0001,188,188.0001,214,214.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,35,35.0001,244,244.0001,99,99.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,78,78.0001,190,190.0001,259,259.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,16,16.0001,156,156.0001,95,95.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,39,39.0001,238,238.0001,29,29.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,106,106.0001,51,51.0001,153,153.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,5,5.0001,157,157.0001,177,177.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,53,53.0001,51,51.0001,203,203.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,261,261.0001,232,232.0001,34,34.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,215,215.0001,184,184.0001,199,199.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,63,63.0001,162,162.0001,222,222.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,218,218.0001,169,169.0001,92,92.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,242,242.0001,263,263.0001,28,28.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,199,199.0001,3,3.0001,62,62.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,167,167.0001,84,84.0001,34,34.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,66,66.0001,54,54.0001,82,82.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,135,135.0001,232,232.0001,63,63.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,187,187.0001,174,174.0001,67,67.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,9,9.0001,73,73.0001,25,25.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,7,7.0001,231,231.0001,20,20.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,104,104.0001,156,156.0001,155,155.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,146,146.0001,169,169.0001,150,150.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,97,97.0001,49,49.0001,241,241.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,108,108.0001,164,164.0001,177,177.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,225,225.0001,257,257.0001,147,147.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,163,163.0001,237,237.0001,197,197.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,85,85.0001,146,146.0001,136,136.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,36,36.0001,132,132.0001,81,81.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,65,65.0001,78,78.0001,138,138.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,68,68.0001,10,10.0001,168,168.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,176,176.0001,67,67.0001,158,158.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,16,16.0001,260,260.0001,58,58.0001
https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,https://youtu.be/o3o5cUPBPAg,214,214.0001,200,200.0001,61,61.0001
