url,Reference,A,B
http://catamaran2.usc.edu:9999/TaskB/,36.png,135.png,167.png
http://catamaran2.usc.edu:9999/TaskB/,9.png,21.png,112.png
http://catamaran2.usc.edu:9999/TaskB/,150.png,134.png,164.png
http://catamaran2.usc.edu:9999/TaskB/,153.png,134.png,143.png
http://catamaran2.usc.edu:9999/TaskB/,118.png,26.png,71.png
http://catamaran2.usc.edu:9999/TaskB/,122.png,43.png,170.png
http://catamaran2.usc.edu:9999/TaskB/,74.png,8.png,97.png
http://catamaran2.usc.edu:9999/TaskB/,53.png,100.png,133.png
http://catamaran2.usc.edu:9999/TaskB/,33.png,44.png,130.png
http://catamaran2.usc.edu:9999/TaskB/,60.png,35.png,83.png
http://catamaran2.usc.edu:9999/TaskB/,53.png,38.png,50.png
http://catamaran2.usc.edu:9999/TaskB/,72.png,7.png,128.png
http://catamaran2.usc.edu:9999/TaskB/,157.png,46.png,66.png
http://catamaran2.usc.edu:9999/TaskB/,157.png,81.png,84.png
http://catamaran2.usc.edu:9999/TaskB/,163.png,115.png,119.png
http://catamaran2.usc.edu:9999/TaskB/,3.png,33.png,149.png
http://catamaran2.usc.edu:9999/TaskB/,45.png,83.png,126.png
http://catamaran2.usc.edu:9999/TaskB/,60.png,48.png,144.png
http://catamaran2.usc.edu:9999/TaskB/,107.png,36.png,91.png
http://catamaran2.usc.edu:9999/TaskB/,106.png,68.png,107.png
http://catamaran2.usc.edu:9999/TaskB/,111.png,40.png,170.png
http://catamaran2.usc.edu:9999/TaskB/,16.png,83.png,158.png
http://catamaran2.usc.edu:9999/TaskB/,111.png,19.png,121.png
http://catamaran2.usc.edu:9999/TaskB/,83.png,115.png,119.png
http://catamaran2.usc.edu:9999/TaskB/,37.png,91.png,142.png
http://catamaran2.usc.edu:9999/TaskB/,102.png,93.png,116.png
http://catamaran2.usc.edu:9999/TaskB/,82.png,78.png,149.png
http://catamaran2.usc.edu:9999/TaskB/,119.png,48.png,50.png
http://catamaran2.usc.edu:9999/TaskB/,56.png,5.png,89.png
http://catamaran2.usc.edu:9999/TaskB/,35.png,67.png,71.png
http://catamaran2.usc.edu:9999/TaskB/,163.png,124.png,131.png
http://catamaran2.usc.edu:9999/TaskB/,98.png,84.png,178.png
http://catamaran2.usc.edu:9999/TaskB/,126.png,35.png,142.png
http://catamaran2.usc.edu:9999/TaskB/,78.png,36.png,175.png
http://catamaran2.usc.edu:9999/TaskB/,109.png,74.png,96.png
http://catamaran2.usc.edu:9999/TaskB/,47.png,7.png,102.png
http://catamaran2.usc.edu:9999/TaskB/,168.png,102.png,156.png
http://catamaran2.usc.edu:9999/TaskB/,62.png,146.png,170.png
http://catamaran2.usc.edu:9999/TaskB/,143.png,95.png,122.png
http://catamaran2.usc.edu:9999/TaskB/,153.png,110.png,118.png
http://catamaran2.usc.edu:9999/TaskB/,64.png,32.png,176.png
http://catamaran2.usc.edu:9999/TaskB/,57.png,114.png,173.png
http://catamaran2.usc.edu:9999/TaskB/,130.png,1.png,26.png
http://catamaran2.usc.edu:9999/TaskB/,112.png,61.png,166.png
http://catamaran2.usc.edu:9999/TaskB/,40.png,149.png,169.png
http://catamaran2.usc.edu:9999/TaskB/,99.png,61.png,164.png
http://catamaran2.usc.edu:9999/TaskB/,127.png,24.png,92.png
http://catamaran2.usc.edu:9999/TaskB/,139.png,32.png,155.png
http://catamaran2.usc.edu:9999/TaskB/,64.png,121.png,166.png
http://catamaran2.usc.edu:9999/TaskB/,54.png,1.png,59.png
http://catamaran2.usc.edu:9999/TaskB/,27.png,2.png,152.png
http://catamaran2.usc.edu:9999/TaskB/,109.png,65.png,79.png
http://catamaran2.usc.edu:9999/TaskB/,65.png,43.png,52.png
http://catamaran2.usc.edu:9999/TaskB/,156.png,49.png,172.png
http://catamaran2.usc.edu:9999/TaskB/,64.png,71.png,108.png
http://catamaran2.usc.edu:9999/TaskB/,120.png,27.png,71.png
http://catamaran2.usc.edu:9999/TaskB/,174.png,59.png,164.png
http://catamaran2.usc.edu:9999/TaskB/,136.png,76.png,146.png
http://catamaran2.usc.edu:9999/TaskB/,39.png,62.png,110.png
http://catamaran2.usc.edu:9999/TaskB/,95.png,85.png,152.png
http://catamaran2.usc.edu:9999/TaskB/,93.png,159.png,161.png
http://catamaran2.usc.edu:9999/TaskB/,45.png,8.png,76.png
http://catamaran2.usc.edu:9999/TaskB/,159.png,22.png,169.png
http://catamaran2.usc.edu:9999/TaskB/,1.png,15.png,108.png
http://catamaran2.usc.edu:9999/TaskB/,145.png,100.png,170.png
http://catamaran2.usc.edu:9999/TaskB/,28.png,22.png,161.png
http://catamaran2.usc.edu:9999/TaskB/,62.png,63.png,161.png
http://catamaran2.usc.edu:9999/TaskB/,149.png,41.png,144.png
http://catamaran2.usc.edu:9999/TaskB/,68.png,122.png,156.png
http://catamaran2.usc.edu:9999/TaskB/,116.png,110.png,171.png
http://catamaran2.usc.edu:9999/TaskB/,116.png,34.png,48.png
http://catamaran2.usc.edu:9999/TaskB/,149.png,14.png,37.png
http://catamaran2.usc.edu:9999/TaskB/,85.png,78.png,139.png
http://catamaran2.usc.edu:9999/TaskB/,102.png,53.png,97.png
http://catamaran2.usc.edu:9999/TaskB/,24.png,99.png,142.png
http://catamaran2.usc.edu:9999/TaskB/,88.png,45.png,81.png
http://catamaran2.usc.edu:9999/TaskB/,172.png,125.png,134.png
http://catamaran2.usc.edu:9999/TaskB/,137.png,8.png,143.png
http://catamaran2.usc.edu:9999/TaskB/,143.png,105.png,146.png
http://catamaran2.usc.edu:9999/TaskB/,16.png,100.png,122.png
http://catamaran2.usc.edu:9999/TaskB/,146.png,47.png,165.png
http://catamaran2.usc.edu:9999/TaskB/,168.png,80.png,157.png
http://catamaran2.usc.edu:9999/TaskB/,15.png,100.png,130.png
http://catamaran2.usc.edu:9999/TaskB/,58.png,112.png,115.png
http://catamaran2.usc.edu:9999/TaskB/,72.png,54.png,161.png
http://catamaran2.usc.edu:9999/TaskB/,74.png,83.png,135.png
http://catamaran2.usc.edu:9999/TaskB/,44.png,6.png,50.png
http://catamaran2.usc.edu:9999/TaskB/,125.png,102.png,122.png
http://catamaran2.usc.edu:9999/TaskB/,32.png,104.png,108.png
http://catamaran2.usc.edu:9999/TaskB/,27.png,8.png,72.png
http://catamaran2.usc.edu:9999/TaskB/,39.png,64.png,95.png
http://catamaran2.usc.edu:9999/TaskB/,73.png,101.png,176.png
http://catamaran2.usc.edu:9999/TaskB/,142.png,19.png,28.png
http://catamaran2.usc.edu:9999/TaskB/,165.png,25.png,174.png
http://catamaran2.usc.edu:9999/TaskB/,97.png,128.png,139.png
http://catamaran2.usc.edu:9999/TaskB/,101.png,146.png,154.png
http://catamaran2.usc.edu:9999/TaskB/,46.png,39.png,123.png
http://catamaran2.usc.edu:9999/TaskB/,170.png,71.png,99.png
http://catamaran2.usc.edu:9999/TaskB/,81.png,21.png,35.png
http://catamaran2.usc.edu:9999/TaskB/,139.png,22.png,112.png
http://catamaran2.usc.edu:9999/TaskB/,58.png,28.png,145.png
http://catamaran2.usc.edu:9999/TaskB/,8.png,31.png,69.png
http://catamaran2.usc.edu:9999/TaskB/,131.png,2.png,15.png
http://catamaran2.usc.edu:9999/TaskB/,176.png,81.png,92.png
http://catamaran2.usc.edu:9999/TaskB/,163.png,23.png,72.png
http://catamaran2.usc.edu:9999/TaskB/,128.png,29.png,162.png
http://catamaran2.usc.edu:9999/TaskB/,72.png,106.png,112.png
http://catamaran2.usc.edu:9999/TaskB/,89.png,105.png,154.png
http://catamaran2.usc.edu:9999/TaskB/,148.png,52.png,114.png
http://catamaran2.usc.edu:9999/TaskB/,127.png,18.png,59.png
http://catamaran2.usc.edu:9999/TaskB/,31.png,39.png,156.png
http://catamaran2.usc.edu:9999/TaskB/,37.png,54.png,161.png
http://catamaran2.usc.edu:9999/TaskB/,155.png,33.png,122.png
http://catamaran2.usc.edu:9999/TaskB/,72.png,82.png,117.png
http://catamaran2.usc.edu:9999/TaskB/,79.png,91.png,105.png
http://catamaran2.usc.edu:9999/TaskB/,169.png,42.png,87.png
http://catamaran2.usc.edu:9999/TaskB/,175.png,38.png,142.png
http://catamaran2.usc.edu:9999/TaskB/,41.png,74.png,75.png
http://catamaran2.usc.edu:9999/TaskB/,40.png,84.png,154.png
http://catamaran2.usc.edu:9999/TaskB/,32.png,48.png,125.png
http://catamaran2.usc.edu:9999/TaskB/,142.png,11.png,90.png
http://catamaran2.usc.edu:9999/TaskB/,158.png,2.png,169.png
http://catamaran2.usc.edu:9999/TaskB/,164.png,91.png,124.png
http://catamaran2.usc.edu:9999/TaskB/,62.png,69.png,129.png
http://catamaran2.usc.edu:9999/TaskB/,86.png,27.png,31.png
http://catamaran2.usc.edu:9999/TaskB/,108.png,55.png,149.png
http://catamaran2.usc.edu:9999/TaskB/,166.png,114.png,140.png
http://catamaran2.usc.edu:9999/TaskB/,172.png,64.png,120.png
http://catamaran2.usc.edu:9999/TaskB/,169.png,70.png,106.png
http://catamaran2.usc.edu:9999/TaskB/,149.png,26.png,168.png
http://catamaran2.usc.edu:9999/TaskB/,159.png,20.png,148.png
http://catamaran2.usc.edu:9999/TaskB/,177.png,145.png,167.png
http://catamaran2.usc.edu:9999/TaskB/,56.png,73.png,136.png
http://catamaran2.usc.edu:9999/TaskB/,115.png,2.png,140.png
http://catamaran2.usc.edu:9999/TaskB/,106.png,12.png,133.png
http://catamaran2.usc.edu:9999/TaskB/,159.png,36.png,161.png
http://catamaran2.usc.edu:9999/TaskB/,121.png,11.png,63.png
http://catamaran2.usc.edu:9999/TaskB/,127.png,35.png,120.png
http://catamaran2.usc.edu:9999/TaskB/,147.png,125.png,144.png
http://catamaran2.usc.edu:9999/TaskB/,164.png,71.png,166.png
http://catamaran2.usc.edu:9999/TaskB/,36.png,52.png,60.png
http://catamaran2.usc.edu:9999/TaskB/,135.png,56.png,88.png
http://catamaran2.usc.edu:9999/TaskB/,79.png,90.png,117.png
http://catamaran2.usc.edu:9999/TaskB/,144.png,107.png,149.png
http://catamaran2.usc.edu:9999/TaskB/,143.png,5.png,90.png
http://catamaran2.usc.edu:9999/TaskB/,164.png,95.png,126.png
http://catamaran2.usc.edu:9999/TaskB/,171.png,119.png,166.png
http://catamaran2.usc.edu:9999/TaskB/,80.png,5.png,24.png
http://catamaran2.usc.edu:9999/TaskB/,28.png,139.png,143.png
http://catamaran2.usc.edu:9999/TaskB/,31.png,116.png,164.png
http://catamaran2.usc.edu:9999/TaskB/,123.png,9.png,116.png
http://catamaran2.usc.edu:9999/TaskB/,72.png,23.png,45.png
http://catamaran2.usc.edu:9999/TaskB/,35.png,78.png,120.png
http://catamaran2.usc.edu:9999/TaskB/,115.png,64.png,104.png
http://catamaran2.usc.edu:9999/TaskB/,141.png,86.png,111.png
http://catamaran2.usc.edu:9999/TaskB/,31.png,12.png,130.png
http://catamaran2.usc.edu:9999/TaskB/,42.png,46.png,110.png
http://catamaran2.usc.edu:9999/TaskB/,147.png,6.png,67.png
http://catamaran2.usc.edu:9999/TaskB/,165.png,6.png,77.png
http://catamaran2.usc.edu:9999/TaskB/,124.png,17.png,32.png
http://catamaran2.usc.edu:9999/TaskB/,35.png,47.png,166.png
http://catamaran2.usc.edu:9999/TaskB/,147.png,6.png,83.png
http://catamaran2.usc.edu:9999/TaskB/,34.png,41.png,166.png
http://catamaran2.usc.edu:9999/TaskB/,15.png,96.png,106.png
http://catamaran2.usc.edu:9999/TaskB/,126.png,12.png,127.png
http://catamaran2.usc.edu:9999/TaskB/,41.png,94.png,148.png
http://catamaran2.usc.edu:9999/TaskB/,3.png,70.png,146.png
http://catamaran2.usc.edu:9999/TaskB/,103.png,140.png,172.png
http://catamaran2.usc.edu:9999/TaskB/,93.png,7.png,52.png
http://catamaran2.usc.edu:9999/TaskB/,152.png,82.png,133.png
http://catamaran2.usc.edu:9999/TaskB/,43.png,44.png,78.png
http://catamaran2.usc.edu:9999/TaskB/,35.png,6.png,158.png
http://catamaran2.usc.edu:9999/TaskB/,66.png,159.png,178.png
http://catamaran2.usc.edu:9999/TaskB/,94.png,30.png,136.png
http://catamaran2.usc.edu:9999/TaskB/,155.png,34.png,79.png
http://catamaran2.usc.edu:9999/TaskB/,122.png,100.png,156.png
http://catamaran2.usc.edu:9999/TaskB/,96.png,135.png,137.png
http://catamaran2.usc.edu:9999/TaskB/,10.png,69.png,108.png
http://catamaran2.usc.edu:9999/TaskB/,143.png,15.png,135.png
http://catamaran2.usc.edu:9999/TaskB/,51.png,26.png,61.png
http://catamaran2.usc.edu:9999/TaskB/,50.png,113.png,130.png
http://catamaran2.usc.edu:9999/TaskB/,113.png,42.png,88.png
http://catamaran2.usc.edu:9999/TaskB/,8.png,35.png,80.png
http://catamaran2.usc.edu:9999/TaskB/,8.png,61.png,72.png
http://catamaran2.usc.edu:9999/TaskB/,64.png,85.png,128.png
http://catamaran2.usc.edu:9999/TaskB/,115.png,54.png,103.png
http://catamaran2.usc.edu:9999/TaskB/,64.png,19.png,66.png
http://catamaran2.usc.edu:9999/TaskB/,100.png,110.png,153.png
http://catamaran2.usc.edu:9999/TaskB/,33.png,42.png,66.png
http://catamaran2.usc.edu:9999/TaskB/,98.png,50.png,163.png
http://catamaran2.usc.edu:9999/TaskB/,175.png,19.png,66.png
http://catamaran2.usc.edu:9999/TaskB/,54.png,71.png,90.png
http://catamaran2.usc.edu:9999/TaskB/,1.png,4.png,147.png
http://catamaran2.usc.edu:9999/TaskB/,42.png,30.png,50.png
http://catamaran2.usc.edu:9999/TaskB/,106.png,66.png,73.png
http://catamaran2.usc.edu:9999/TaskB/,89.png,54.png,162.png
http://catamaran2.usc.edu:9999/TaskB/,111.png,23.png,169.png
http://catamaran2.usc.edu:9999/TaskB/,101.png,76.png,109.png
http://catamaran2.usc.edu:9999/TaskB/,43.png,102.png,159.png
http://catamaran2.usc.edu:9999/TaskB/,100.png,21.png,106.png
http://catamaran2.usc.edu:9999/TaskB/,23.png,94.png,129.png
http://catamaran2.usc.edu:9999/TaskB/,137.png,95.png,143.png
http://catamaran2.usc.edu:9999/TaskB/,75.png,36.png,167.png
http://catamaran2.usc.edu:9999/TaskB/,28.png,24.png,90.png
http://catamaran2.usc.edu:9999/TaskB/,153.png,33.png,160.png
http://catamaran2.usc.edu:9999/TaskB/,177.png,96.png,141.png
http://catamaran2.usc.edu:9999/TaskB/,81.png,71.png,128.png
http://catamaran2.usc.edu:9999/TaskB/,32.png,33.png,85.png
http://catamaran2.usc.edu:9999/TaskB/,57.png,91.png,122.png
http://catamaran2.usc.edu:9999/TaskB/,108.png,32.png,69.png
http://catamaran2.usc.edu:9999/TaskB/,15.png,49.png,119.png
http://catamaran2.usc.edu:9999/TaskB/,86.png,68.png,138.png
http://catamaran2.usc.edu:9999/TaskB/,153.png,2.png,83.png
http://catamaran2.usc.edu:9999/TaskB/,89.png,63.png,76.png
http://catamaran2.usc.edu:9999/TaskB/,24.png,2.png,104.png
http://catamaran2.usc.edu:9999/TaskB/,84.png,87.png,107.png
http://catamaran2.usc.edu:9999/TaskB/,157.png,96.png,135.png
http://catamaran2.usc.edu:9999/TaskB/,171.png,28.png,162.png
http://catamaran2.usc.edu:9999/TaskB/,144.png,16.png,169.png
http://catamaran2.usc.edu:9999/TaskB/,168.png,10.png,154.png
http://catamaran2.usc.edu:9999/TaskB/,106.png,46.png,56.png
http://catamaran2.usc.edu:9999/TaskB/,115.png,38.png,42.png
http://catamaran2.usc.edu:9999/TaskB/,78.png,13.png,162.png
http://catamaran2.usc.edu:9999/TaskB/,157.png,114.png,124.png
http://catamaran2.usc.edu:9999/TaskB/,131.png,111.png,155.png
http://catamaran2.usc.edu:9999/TaskB/,124.png,106.png,126.png
http://catamaran2.usc.edu:9999/TaskB/,134.png,79.png,110.png
http://catamaran2.usc.edu:9999/TaskB/,54.png,2.png,67.png
http://catamaran2.usc.edu:9999/TaskB/,170.png,59.png,172.png
http://catamaran2.usc.edu:9999/TaskB/,109.png,7.png,130.png
http://catamaran2.usc.edu:9999/TaskB/,113.png,84.png,112.png
http://catamaran2.usc.edu:9999/TaskB/,16.png,47.png,171.png
http://catamaran2.usc.edu:9999/TaskB/,124.png,9.png,53.png
http://catamaran2.usc.edu:9999/TaskB/,8.png,73.png,142.png
http://catamaran2.usc.edu:9999/TaskB/,146.png,29.png,87.png
http://catamaran2.usc.edu:9999/TaskB/,35.png,62.png,149.png
http://catamaran2.usc.edu:9999/TaskB/,165.png,140.png,168.png
http://catamaran2.usc.edu:9999/TaskB/,120.png,48.png,142.png
http://catamaran2.usc.edu:9999/TaskB/,65.png,2.png,13.png
http://catamaran2.usc.edu:9999/TaskB/,114.png,94.png,159.png
http://catamaran2.usc.edu:9999/TaskB/,64.png,53.png,112.png
http://catamaran2.usc.edu:9999/TaskB/,83.png,14.png,143.png
http://catamaran2.usc.edu:9999/TaskB/,75.png,28.png,139.png
http://catamaran2.usc.edu:9999/TaskB/,138.png,30.png,121.png
http://catamaran2.usc.edu:9999/TaskB/,150.png,17.png,157.png
http://catamaran2.usc.edu:9999/TaskB/,160.png,59.png,157.png
http://catamaran2.usc.edu:9999/TaskB/,171.png,127.png,176.png
http://catamaran2.usc.edu:9999/TaskB/,63.png,6.png,88.png
http://catamaran2.usc.edu:9999/TaskB/,52.png,76.png,162.png
http://catamaran2.usc.edu:9999/TaskB/,160.png,102.png,169.png
http://catamaran2.usc.edu:9999/TaskB/,130.png,63.png,107.png
http://catamaran2.usc.edu:9999/TaskB/,75.png,23.png,83.png
http://catamaran2.usc.edu:9999/TaskB/,27.png,80.png,111.png
http://catamaran2.usc.edu:9999/TaskB/,108.png,5.png,9.png
http://catamaran2.usc.edu:9999/TaskB/,69.png,87.png,110.png
http://catamaran2.usc.edu:9999/TaskB/,28.png,122.png,131.png
http://catamaran2.usc.edu:9999/TaskB/,88.png,2.png,102.png
http://catamaran2.usc.edu:9999/TaskB/,14.png,6.png,63.png
http://catamaran2.usc.edu:9999/TaskB/,34.png,67.png,73.png
http://catamaran2.usc.edu:9999/TaskB/,119.png,50.png,155.png
http://catamaran2.usc.edu:9999/TaskB/,31.png,10.png,149.png
http://catamaran2.usc.edu:9999/TaskB/,125.png,81.png,124.png
http://catamaran2.usc.edu:9999/TaskB/,64.png,22.png,54.png
http://catamaran2.usc.edu:9999/TaskB/,153.png,138.png,167.png
http://catamaran2.usc.edu:9999/TaskB/,121.png,22.png,155.png
http://catamaran2.usc.edu:9999/TaskB/,94.png,12.png,83.png
http://catamaran2.usc.edu:9999/TaskB/,136.png,135.png,151.png
http://catamaran2.usc.edu:9999/TaskB/,10.png,20.png,176.png
http://catamaran2.usc.edu:9999/TaskB/,24.png,95.png,166.png
http://catamaran2.usc.edu:9999/TaskB/,38.png,140.png,159.png
http://catamaran2.usc.edu:9999/TaskB/,61.png,94.png,118.png
http://catamaran2.usc.edu:9999/TaskB/,48.png,81.png,164.png
http://catamaran2.usc.edu:9999/TaskB/,26.png,5.png,157.png
http://catamaran2.usc.edu:9999/TaskB/,117.png,45.png,88.png
http://catamaran2.usc.edu:9999/TaskB/,70.png,31.png,57.png
http://catamaran2.usc.edu:9999/TaskB/,148.png,53.png,110.png
http://catamaran2.usc.edu:9999/TaskB/,147.png,10.png,141.png
http://catamaran2.usc.edu:9999/TaskB/,175.png,35.png,85.png
http://catamaran2.usc.edu:9999/TaskB/,105.png,4.png,129.png
http://catamaran2.usc.edu:9999/TaskB/,105.png,5.png,26.png
http://catamaran2.usc.edu:9999/TaskB/,90.png,128.png,172.png
http://catamaran2.usc.edu:9999/TaskB/,176.png,15.png,117.png
http://catamaran2.usc.edu:9999/TaskB/,125.png,53.png,141.png
http://catamaran2.usc.edu:9999/TaskB/,129.png,28.png,48.png
http://catamaran2.usc.edu:9999/TaskB/,48.png,11.png,176.png
http://catamaran2.usc.edu:9999/TaskB/,76.png,54.png,56.png
http://catamaran2.usc.edu:9999/TaskB/,1.png,69.png,149.png
http://catamaran2.usc.edu:9999/TaskB/,2.png,1.png,54.png
http://catamaran2.usc.edu:9999/TaskB/,75.png,128.png,160.png
http://catamaran2.usc.edu:9999/TaskB/,112.png,10.png,83.png
http://catamaran2.usc.edu:9999/TaskB/,60.png,36.png,78.png
http://catamaran2.usc.edu:9999/TaskB/,102.png,148.png,165.png
http://catamaran2.usc.edu:9999/TaskB/,83.png,142.png,143.png
http://catamaran2.usc.edu:9999/TaskB/,2.png,75.png,91.png
http://catamaran2.usc.edu:9999/TaskB/,95.png,27.png,103.png
http://catamaran2.usc.edu:9999/TaskB/,14.png,102.png,143.png
http://catamaran2.usc.edu:9999/TaskB/,49.png,94.png,107.png
http://catamaran2.usc.edu:9999/TaskB/,22.png,164.png,176.png
http://catamaran2.usc.edu:9999/TaskB/,116.png,46.png,138.png
http://catamaran2.usc.edu:9999/TaskB/,51.png,47.png,160.png
http://catamaran2.usc.edu:9999/TaskB/,169.png,24.png,135.png
http://catamaran2.usc.edu:9999/TaskB/,89.png,75.png,110.png
http://catamaran2.usc.edu:9999/TaskB/,130.png,62.png,107.png
http://catamaran2.usc.edu:9999/TaskB/,31.png,9.png,45.png
http://catamaran2.usc.edu:9999/TaskB/,175.png,47.png,151.png
http://catamaran2.usc.edu:9999/TaskB/,69.png,153.png,164.png
http://catamaran2.usc.edu:9999/TaskB/,176.png,12.png,122.png
http://catamaran2.usc.edu:9999/TaskB/,175.png,92.png,162.png
http://catamaran2.usc.edu:9999/TaskB/,125.png,29.png,88.png
http://catamaran2.usc.edu:9999/TaskB/,52.png,65.png,131.png
http://catamaran2.usc.edu:9999/TaskB/,166.png,115.png,136.png
http://catamaran2.usc.edu:9999/TaskB/,88.png,25.png,142.png
http://catamaran2.usc.edu:9999/TaskB/,49.png,3.png,51.png
http://catamaran2.usc.edu:9999/TaskB/,15.png,45.png,139.png
http://catamaran2.usc.edu:9999/TaskB/,41.png,73.png,74.png
http://catamaran2.usc.edu:9999/TaskB/,68.png,36.png,99.png
http://catamaran2.usc.edu:9999/TaskB/,29.png,88.png,131.png
http://catamaran2.usc.edu:9999/TaskB/,100.png,28.png,77.png
http://catamaran2.usc.edu:9999/TaskB/,138.png,85.png,98.png
http://catamaran2.usc.edu:9999/TaskB/,107.png,47.png,53.png
http://catamaran2.usc.edu:9999/TaskB/,156.png,65.png,152.png
http://catamaran2.usc.edu:9999/TaskB/,83.png,85.png,114.png
http://catamaran2.usc.edu:9999/TaskB/,142.png,88.png,110.png
http://catamaran2.usc.edu:9999/TaskB/,121.png,124.png,144.png
http://catamaran2.usc.edu:9999/TaskB/,58.png,60.png,112.png
http://catamaran2.usc.edu:9999/TaskB/,167.png,63.png,117.png
http://catamaran2.usc.edu:9999/TaskB/,143.png,41.png,75.png
http://catamaran2.usc.edu:9999/TaskB/,7.png,147.png,155.png
http://catamaran2.usc.edu:9999/TaskB/,112.png,102.png,121.png
http://catamaran2.usc.edu:9999/TaskB/,172.png,133.png,171.png
http://catamaran2.usc.edu:9999/TaskB/,117.png,103.png,168.png
http://catamaran2.usc.edu:9999/TaskB/,57.png,98.png,157.png
http://catamaran2.usc.edu:9999/TaskB/,177.png,14.png,104.png
http://catamaran2.usc.edu:9999/TaskB/,85.png,81.png,84.png
http://catamaran2.usc.edu:9999/TaskB/,133.png,10.png,70.png
http://catamaran2.usc.edu:9999/TaskB/,54.png,5.png,62.png
http://catamaran2.usc.edu:9999/TaskB/,147.png,85.png,117.png
http://catamaran2.usc.edu:9999/TaskB/,68.png,22.png,145.png
http://catamaran2.usc.edu:9999/TaskB/,172.png,60.png,110.png
http://catamaran2.usc.edu:9999/TaskB/,44.png,121.png,163.png
http://catamaran2.usc.edu:9999/TaskB/,10.png,21.png,123.png
http://catamaran2.usc.edu:9999/TaskB/,173.png,146.png,149.png
http://catamaran2.usc.edu:9999/TaskB/,53.png,120.png,151.png
http://catamaran2.usc.edu:9999/TaskB/,156.png,96.png,108.png
http://catamaran2.usc.edu:9999/TaskB/,176.png,36.png,55.png
http://catamaran2.usc.edu:9999/TaskB/,52.png,19.png,30.png
http://catamaran2.usc.edu:9999/TaskB/,19.png,68.png,78.png
http://catamaran2.usc.edu:9999/TaskB/,108.png,116.png,129.png
http://catamaran2.usc.edu:9999/TaskB/,39.png,134.png,176.png
http://catamaran2.usc.edu:9999/TaskB/,104.png,12.png,135.png
http://catamaran2.usc.edu:9999/TaskB/,16.png,79.png,118.png
http://catamaran2.usc.edu:9999/TaskB/,101.png,13.png,160.png
http://catamaran2.usc.edu:9999/TaskB/,39.png,42.png,139.png
http://catamaran2.usc.edu:9999/TaskB/,168.png,9.png,62.png
http://catamaran2.usc.edu:9999/TaskB/,154.png,20.png,39.png
http://catamaran2.usc.edu:9999/TaskB/,95.png,14.png,162.png
http://catamaran2.usc.edu:9999/TaskB/,107.png,112.png,163.png
http://catamaran2.usc.edu:9999/TaskB/,162.png,54.png,61.png
http://catamaran2.usc.edu:9999/TaskB/,27.png,93.png,104.png
http://catamaran2.usc.edu:9999/TaskB/,129.png,40.png,50.png
http://catamaran2.usc.edu:9999/TaskB/,27.png,75.png,96.png
http://catamaran2.usc.edu:9999/TaskB/,151.png,17.png,101.png
http://catamaran2.usc.edu:9999/TaskB/,57.png,42.png,132.png
http://catamaran2.usc.edu:9999/TaskB/,152.png,13.png,45.png
http://catamaran2.usc.edu:9999/TaskB/,24.png,79.png,124.png
http://catamaran2.usc.edu:9999/TaskB/,89.png,38.png,167.png
http://catamaran2.usc.edu:9999/TaskB/,69.png,59.png,135.png
http://catamaran2.usc.edu:9999/TaskB/,100.png,44.png,166.png
http://catamaran2.usc.edu:9999/TaskB/,64.png,74.png,133.png
http://catamaran2.usc.edu:9999/TaskB/,39.png,50.png,128.png
http://catamaran2.usc.edu:9999/TaskB/,163.png,83.png,94.png
http://catamaran2.usc.edu:9999/TaskB/,148.png,65.png,70.png
http://catamaran2.usc.edu:9999/TaskB/,117.png,6.png,87.png
http://catamaran2.usc.edu:9999/TaskB/,155.png,91.png,119.png
http://catamaran2.usc.edu:9999/TaskB/,130.png,95.png,177.png
http://catamaran2.usc.edu:9999/TaskB/,100.png,168.png,177.png
http://catamaran2.usc.edu:9999/TaskB/,53.png,1.png,112.png
http://catamaran2.usc.edu:9999/TaskB/,155.png,94.png,162.png
http://catamaran2.usc.edu:9999/TaskB/,49.png,30.png,109.png
http://catamaran2.usc.edu:9999/TaskB/,55.png,11.png,82.png
http://catamaran2.usc.edu:9999/TaskB/,27.png,125.png,140.png
http://catamaran2.usc.edu:9999/TaskB/,43.png,2.png,18.png
http://catamaran2.usc.edu:9999/TaskB/,14.png,39.png,80.png
http://catamaran2.usc.edu:9999/TaskB/,87.png,100.png,149.png
http://catamaran2.usc.edu:9999/TaskB/,14.png,70.png,119.png
http://catamaran2.usc.edu:9999/TaskB/,176.png,22.png,102.png
http://catamaran2.usc.edu:9999/TaskB/,141.png,17.png,139.png
http://catamaran2.usc.edu:9999/TaskB/,120.png,16.png,166.png
http://catamaran2.usc.edu:9999/TaskB/,81.png,33.png,35.png
http://catamaran2.usc.edu:9999/TaskB/,41.png,64.png,155.png
http://catamaran2.usc.edu:9999/TaskB/,43.png,8.png,178.png
http://catamaran2.usc.edu:9999/TaskB/,50.png,72.png,112.png
http://catamaran2.usc.edu:9999/TaskB/,116.png,141.png,151.png
http://catamaran2.usc.edu:9999/TaskB/,37.png,33.png,177.png
http://catamaran2.usc.edu:9999/TaskB/,36.png,15.png,93.png
http://catamaran2.usc.edu:9999/TaskB/,145.png,51.png,85.png
http://catamaran2.usc.edu:9999/TaskB/,56.png,47.png,129.png
http://catamaran2.usc.edu:9999/TaskB/,146.png,159.png,172.png
http://catamaran2.usc.edu:9999/TaskB/,161.png,73.png,127.png
